Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,38000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Warrior Ii,VFR,United States,United States,North America
Used,725000.0,Piston Engine,1.0,2017.0,Cirrus,Sr22T-G6 Gts,IFR,United States,United States,North America
Used,37500.0,Piston Engine,1.0,1947.0,Beechcraft,35 Bonanza,IFR,United States,United States,North America
Used,325000.0,Turboprop,2.0,1995.0,Ayres,S2R-G6,No information,United States,United States,North America
Used,89000.0,Piston Engine,1.0,2007.0,American Legend,Cub Al3C-100 Open Cowl,IFR,United States,United States,North America
Used,259995.0,Piston Engine,1.0,1988.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,745000.0,Piston Engine,1.0,2017.0,Cirrus,Sr22T-G6 Gts,IFR,United States,United States,North America
Used,135000.0,Piston Engine,1.0,1941.0,Boeing/Stearman,Pt-13D Kaydet,No information,United States,United States,North America
Used,289000.0,Piston Engine,1.0,1994.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,54000.0,Piston Engine,2.0,1961.0,Piper Aircraft,Aztec B,No information,United States,United States,North America
Used,29000.0,Piston Engine,1.0,1966.0,Cessna,150E,No information,United States,United States,North America
Used,310000.0,Piston Engine,2.0,1977.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,74500.0,Piston Engine,1.0,2008.0,Tecnam,P2004 Bravo,No information,Italy,United States,North America
Used,84000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Turbo Lance Ii,IFR,United States,United States,North America
Used,2750000.0,Turboprop,2.0,1987.0,Dehavilland,Dhc-6-300,No information,Canada,United States,North America
No information,3495000.0,Turbofan,2.0,2009.0,Bombardier Learjet,45Xr,No information,Canada,United States,North America
Used,62000.0,Piston Engine,1.0,1974.0,Piper Aircraft,Arrow Ii,IFR,United States,United States,North America
No information,3350000.0,Piston Engine,1.0,1987.0,North American Aviation,Tf51D,IFR,United States,United States,North America
Used,79000.0,Piston Engine,1.0,2000.0,Staudacher,S300,No information,France,United States,North America
Used,95000.0,Piston Engine,1.0,1970.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,89995.0,Piston Engine,1.0,1959.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,299900.0,Piston Engine,2.0,1977.0,Cessna,340A,IFR,United States,United States,North America
Used,72000.0,Piston Engine,1.0,1975.0,Piper Aircraft,Arrow Ii,IFR,United States,United States,North America
Used,29500.0,Piston Engine,1.0,1940.0,Piper Aircraft,J-3C,VFR,United States,United States,North America
Used,59900.0,Piston Engine,2.0,1966.0,Cessna,320D,IFR,United States,United States,North America
Used,239900.0,Piston Engine,1.0,1996.0,Piper Aircraft,Saratoga Ii Hp,IFR,United States,United States,North America
Used,99500.0,Piston Engine,1.0,2010.0,Zlin Aviation,Nomad,VFR,Czech Republic,United States,North America
Used,165000.0,Piston Engine,1.0,1953.0,North American Aviation,T28A,IFR,United States,United States,North America
Used,36000.0,Piston Engine,1.0,1940.0,Piper Aircraft,J-3C,VFR,United States,United States,North America
Used,35000.0,Piston Engine,1.0,1940.0,Piper Aircraft,J-5A Cub Cruiser,VFR,United States,United States,North America
Used,15000.0,Piston Engine,1.0,1968.0,Cessna,177 / 180 Conversion,No information,United States,United States,North America
Used,359900.0,Piston Engine,1.0,2008.0,Mooney International Corp,Acclaim,IFR,United States,United States,North America
No information,249900.0,Piston Engine,1.0,2005.0,Diamond Aircraft Industries,Da40,IFR,Austria,United States,North America
Used,339900.0,Piston Engine,1.0,2007.0,Cessna,400,IFR,United States,United States,North America
Used,239500.0,Piston Engine,1.0,1991.0,Beechcraft,F33A Bonanza,IFR,United States,United States,North America
Used,289900.0,Piston Engine,1.0,2006.0,Cirrus,Sr22 Turbo Gts,IFR,United States,United States,North America
Used,199000.0,Piston Engine,2.0,1980.0,Cessna,335,IFR,United States,United States,North America
Used,62900.0,Piston Engine,1.0,1955.0,Beechcraft,F35 Bonanza,IFR,United States,United States,North America
Used,49950.0,Piston Engine,2.0,1972.0,Cessna,421B,IFR,United States,United States,North America
Used,479900.0,Piston Engine,1.0,2011.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,89000.0,Piston Engine,1.0,1965.0,Piper Aircraft,Cherokee 6/260,IFR,United States,United States,North America
No information,5700000.0,Turbofan,2.0,2007.0,Cessna,Citation Sovereign,No information,United States,Malaysia,Asia
Used,205000.0,Piston Engine,1.0,1980.0,Cessna,P210N Pressurized Centurion,IFR,United States,United States,North America
Used,109000.0,Piston Engine,1.0,2000.0,Glasair Aviation,Glastar,IFR,United States,United States,North America
Used,319000.0,Piston Engine,1.0,2007.0,Cirrus,Sr22 Turbo Gts,IFR,United States,United States,North America
Used,319900.0,Piston Engine,1.0,2007.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,115000.0,Piston Engine,1.0,2014.0,Zenair/Zenith,Stol Ch750,VFR,Canada,United States,North America
Used,46500.0,Piston Engine,1.0,1946.0,Globe,Swift,VFR,United States,United States,North America
Used,795000.0,Turboprop,1.0,2004.0,Piper Aircraft,Jetprop,No information,United States,Belgium,Europe
Used,158500.0,Piston Engine,2.0,1979.0,Cessna,340A,IFR,United States,United States,North America
Used,225000.0,Piston Engine,2.0,1975.0,Cessna,340,IFR,United States,United States,North America
Used,69500.0,Piston Engine,1.0,1966.0,Mooney International Corp,M20E Super 21,IFR,United States,United States,North America
Used,335000.0,Piston Engine,1.0,2007.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,1795000.0,Turboprop,2.0,1993.0,Beechcraft,King Air 350,No information,United States,United States,North America
Used,1900000.0,Turbofan,1.0,2018.0,Cirrus,Vision Sf50,No information,United States,United States,North America
Used,199000.0,Piston Engine,2.0,1979.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,275000.0,Piston Engine,1.0,2010.0,Cirrus,Sr20-G3,IFR,United States,United States,North America
No information,1300000.0,Turbofan,2.0,1987.0,Cessna,Citation Cj1,No information,United States,United States,North America
Used,259000.0,Turbofan,2.0,1981.0,Aero Commander,I,IFR,United States,United States,North America
No information,1195000.0,Turbofan,2.0,2003.0,Beechcraft,Beechjet 400A,IFR,United States,United States,North America
Used,114900.0,Piston Engine,1.0,1944.0,Boeing/Stearman,Pt-17 Kaydet,VFR,United States,United States,North America
Used,21500.0,Piston Engine,1.0,1946.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
Used,39000.0,Piston Engine,1.0,1940.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
No information,1650000.0,Turboprop,2.0,1990.0,Beechcraft,King Air 350,No information,United States,United States,North America
Used,250000.0,Piston Engine,1.0,2003.0,Cessna,350,IFR,United States,United States,North America
Used,2150000.0,Turboprop,2.0,1997.0,Beechcraft,King Air 350,No information,United States,United States,North America
Used,46900.0,Piston Engine,1.0,1954.0,Beechcraft,E35 Bonanza,IFR,United States,United States,North America
Used,108000.0,Piston Engine,1.0,1975.0,Cessna,177B,IFR,United States,United States,North America
No information,445000.0,Turboshaft,1.0,1979.0,Bell Textron,206B Iii,No information,United States,United States,North America
No information,12900000.0,Turbofan,2.0,2014.0,Bombardier Challenger,350,IFR,Canada,United States,North America
Used,109000.0,Piston Engine,1.0,1978.0,Great Lakes,2T-1A-2,VFR,United States,United States,North America
Used,299900.0,Piston Engine,2.0,1980.0,Piper Aircraft,Seneca Ii,IFR,United States,United States,North America
Used,209269.0,Piston Engine,1.0,2019.0,Brm Aero,Bristell,IFR,Czech Republic,United States,North America
No information,325000.0,Turboprop,2.0,1998.0,Beechcraft,A36 Bonanza Tp,No information,United States,United States,North America
Used,173491.0,Piston Engine,1.0,2018.0,Brm Aero,Bristell,IFR,Czech Republic,United States,North America
Used,49999.0,Piston Engine,1.0,2007.0,Flight Design,Ctsw,No information,Germany,United States,North America
Used,259500.0,Piston Engine,1.0,1940.0,Bucker,Bu-133 Jungmeister,No information,Germany,United States,North America
Used,394000.0,Piston Engine,2.0,2000.0,Piper Aircraft,Seneca V,IFR,United States,United States,North America
Used,67000.0,Piston Engine,1.0,1963.0,Cessna,210C,No information,United States,United States,North America
Used,150000.0,Piston Engine,1.0,2002.0,Lancair,360,IFR,United States,United States,North America
Used,100000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Lance Ii,IFR,United States,United States,North America
No information,6750000.0,Turbofan,2.0,2013.0,Embraer,Phenom 300,No information,Brazil,United States,North America
Used,395000.0,Turbofan,2.0,1985.0,Cessna,Citation Isp,No information,United States,United States,North America
Used,129900.0,Piston Engine,2.0,1970.0,Beechcraft,E55 Baron,IFR,United States,United States,North America
Used,50000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Warrior Ii,VFR,United States,United States,North America
Used,795000.0,Piston Engine,1.0,2019.0,Cirrus,Sr22-G6 Gts,No information,United States,United States,North America
Used,189000.0,Piston Engine,2.0,1981.0,Piper Aircraft Corporation,700 Superstar,IFR,United States,United States,North America
Used,99000.0,Piston Engine,2.0,1970.0,Beechcraft,B55 Baron,IFR,United States,United States,North America
Used,15000.0,Piston Engine,1.0,1954.0,Piper Aircraft,Tri-Pacer,VFR,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1978.0,Great Lakes,2T-1A-2,VFR,United States,United States,North America
Used,310000.0,Piston Engine,1.0,2000.0,Lancair,Iv-P,IFR,United States,United States,North America
Used,59900.0,Piston Engine,1.0,1978.0,Piper Aircraft,Archer Ii,IFR,United States,United States,North America
Used,94900.0,Piston Engine,1.0,1978.0,Piper Aircraft,Turbo Lance Ii,IFR,United States,United States,North America
Used,249900.0,Piston Engine,1.0,1980.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,77750.0,Piston Engine,1.0,1953.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,125000.0,Piston Engine,1.0,1980.0,Mooney International Corp,M20J 201,IFR,United States,United States,North America
No information,7195000.0,Turbofan,2.0,2011.0,Cessna,Citation Sovereign,No information,United States,United States,North America
No information,2675000.0,Turbofan,2.0,2007.0,Cessna,Citation Cj2+,No information,United States,United States,North America
Used,599000.0,Piston Engine,1.0,2005.0,Piper Aircraft,Malibu Mirage,IFR,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1967.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,221900.0,Piston Engine,1.0,1981.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,80000.0,Piston Engine,1.0,1960.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1946.0,Piper Aircraft,Pa-12 Super Cruiser,VFR,United States,United States,North America
Used,175000.0,Piston Engine,1.0,2013.0,Cubcrafters,Cc11-160 Carbon Cub Ss,VFR,United States,United States,North America
New,189000.0,Piston Engine,1.0,2020.0,Edra Pecas E Manutencao Ltda,Ls,VFR,Brazil,United States,North America
Used,123000.0,Piston Engine,1.0,1963.0,Beechcraft,P35 Bonanza,IFR,United States,United States,North America
Used,349900.0,Piston Engine,2.0,1981.0,Cessna,414A,IFR,United States,United States,North America
Used,129000.0,Piston Engine,2.0,1975.0,Beechcraft,B60 Duke,IFR,United States,United States,North America
Used,135000.0,Piston Engine,1.0,2007.0,Van'S Aircraft,Rv-7/7A,IFR,United States,United States,North America
Used,389000.0,Piston Engine,1.0,2008.0,Cessna,400,IFR,United States,United States,North America
No information,1895000.0,Turboprop,2.0,2005.0,Beechcraft,King Air B200,No information,United States,United States,North America
Used,64900.0,Piston Engine,1.0,1967.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,275000.0,Piston Engine,1.0,2006.0,Cirrus,Sr22 Turbo Gts,IFR,United States,United States,North America
Used,169900.0,Piston Engine,1.0,2007.0,Aviat,S-2C,No information,United States,United States,North America
Used,209900.0,Piston Engine,1.0,2002.0,Cirrus,Sr22,IFR,United States,United States,North America
No information,2550000.0,Turbofan,2.0,2007.0,Bombardier Learjet,45Xr,No information,Canada,United States,North America
No information,125000.0,Piston Engine,1.0,1951.0,North American Aviation,Navion,No information,United States,United Kingdom,Europe
Used,234999.0,Piston Engine,1.0,2016.0,Cubcrafters,Cc11-160 Carbon Cub Ss,VFR,United States,United States,North America
Used,79900.0,Piston Engine,1.0,2016.0,Zenair/Zenith,Ch750 Cruzer,VFR,Canada,United States,North America
No information,649500.0,Turbofan,2.0,1987.0,Bombardier Learjet,35A,No information,Canada,United States,North America
Used,349500.0,Turboprop,2.0,1981.0,Piper Aircraft,Cheyenne I,No information,United States,United States,North America
Used,114500.0,Piston Engine,1.0,2010.0,Pipistrel,Virus Sw,VFR,Slovenia,United States,North America
Used,79950.0,Piston Engine,2.0,1968.0,Piper Aircraft,Navajo,IFR,United States,United States,North America
Used,299000.0,Piston Engine,1.0,1981.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,80000.0,Piston Engine,1.0,1980.0,Cessna,172N Skyhawk,IFR,United States,United States,North America
Used,1995000.0,Turbofan,2.0,2009.0,Beechcraft,Premier Ia,IFR,United States,United States,North America
Used,27900.0,Piston Engine,1.0,1945.0,Taylorcraft Aircraft,Bc-12D,VFR,United States,United States,North America
Used,129900.0,Piston Engine,1.0,1985.0,Boeing/Stearman,Pt-17 Kaydet,VFR,United States,United States,North America
Used,385000.0,Turbofan,2.0,1985.0,Aero,L-39C Albatros,IFR,Czech Republic,United States,North America
Used,210000.0,Piston Engine,1.0,2009.0,Lancair,Es,IFR,United States,United States,North America
Used,189500.0,Piston Engine,1.0,1999.0,Maule Air,M-7-260C,No information,United States,United States,North America
No information,189500.0,Piston Engine,1.0,1999.0,Maule Air,M7-260,No information,United States,United States,North America
Used,269900.0,Piston Engine,1.0,2008.0,Diamond Aircraft Industries,Da40 Xls,No information,Austria,United States,North America
Used,1095000.0,Turbofan,2.0,1992.0,Cessna,Citation Ii,IFR,United States,United States,North America
Used,370000.0,Piston Engine,1.0,1955.0,Beechcraft,T34A Mentor,IFR,United States,United States,North America
